customer_id,signup_date,city,state,zone,rfm_segment
IND_CUST_00832,2023-04-18,South Delhi,Delhi,North,New & Promising
IND_CUST_00833,2024-08-06,Mumbai,Maharashtra,West,Loyal Customers
IND_CUST_00834,2024-02-22,Nashik,Maharashtra,West,New & Promising
IND_CUST_00835,2024-09-11,North Delhi,Delhi,North,Champions
IND_CUST_00836,2024-02-02,Dwarka,Delhi,North,New & Promising
IND_CUST_00837,2023-09-29,Howrah,West Bengal,East,Lost Customers
IND_CUST_00838,2023-04-26,Hubballi,Karnataka,South,Champions
IND_CUST_00839,2024-08-08,Tiruchirappalli,Tamil Nadu,South,Champions
IND_CUST_00840,2023-09-13,Chennai,Tamil Nadu,South,Champions
IND_CUST_00841,2023-03-22,Nashik,Maharashtra,West,Lost Customers
IND_CUST_00842,2023-05-08,Warangal,Telangana,South,New & Promising
IND_CUST_00843,2023-08-23,Nagpur,Maharashtra,West,Loyal Customers
IND_CUST_00844,2024-07-06,Jaipur,Rajasthan,North,New & Promising
IND_CUST_00845,2023-06-30,Nashik,Maharashtra,West,Champions
IND_CUST_00846,2023-06-06,North Delhi,Delhi,North,At Risk
IND_CUST_00847,2024-03-29,Mumbai,Maharashtra,West,Lost Customers
IND_CUST_00848,2024-07-24,Kozhikode,Kerala,South,New & Promising
IND_CUST_00849,2023-01-24,New Delhi,Delhi,North,Champions
IND_CUST_00850,2024-04-17,Madurai,Tamil Nadu,South,New & Promising
IND_CUST_00851,2024-02-04,Mumbai,Maharashtra,West,New & Promising
IND_CUST_00852,2024-08-14,Varanasi,Uttar Pradesh,North,New & Promising
IND_CUST_00853,2023-05-14,Nashik,Maharashtra,West,Potential Loyalists
IND_CUST_00854,2024-02-25,Siliguri,West Bengal,East,New & Promising
IND_CUST_00855,2023-08-01,Nagpur,Maharashtra,West,Champions
IND_CUST_00856,2024-04-26,Nagpur,Maharashtra,West,Loyal Customers
IND_CUST_00857,2023-12-14,Nashik,Maharashtra,West,Potential Loyalists
IND_CUST_00858,2023-06-15,New Delhi,Delhi,North,New & Promising
IND_CUST_00859,2023-12-14,Chennai,Tamil Nadu,South,Champions
IND_CUST_00860,2024-02-02,Nashik,Maharashtra,West,New & Promising
IND_CUST_00861,2024-08-05,Kanpur,Uttar Pradesh,North,Potential Loyalists
IND_CUST_00862,2024-03-10,South Delhi,Delhi,North,New & Promising
IND_CUST_00863,2024-07-30,Dwarka,Delhi,North,New & Promising
IND_CUST_00864,2023-08-09,Dwarka,Delhi,North,Loyal Customers
IND_CUST_00865,2023-11-04,New Delhi,Delhi,North,At Risk
IND_CUST_00866,2024-04-10,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00867,2023-04-09,Mumbai,Maharashtra,West,New & Promising
IND_CUST_00868,2023-08-30,Nashik,Maharashtra,West,Lost Customers
IND_CUST_00869,2023-06-07,Surat,Gujarat,West,Lost Customers
IND_CUST_00870,2024-09-01,Jodhpur,Rajasthan,North,New & Promising
IND_CUST_00871,2024-07-07,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00872,2024-10-12,Hubballi,Karnataka,South,New & Promising
IND_CUST_00873,2023-08-15,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_00874,2024-02-27,New Delhi,Delhi,North,Lost Customers
IND_CUST_00875,2023-03-13,Nashik,Maharashtra,West,Lost Customers
IND_CUST_00876,2023-08-31,Nashik,Maharashtra,West,Potential Loyalists
IND_CUST_00877,2024-06-13,Hyderabad,Telangana,South,New & Promising
IND_CUST_00878,2024-08-11,Nizamabad,Telangana,South,New & Promising
IND_CUST_00879,2023-02-14,Mumbai,Maharashtra,West,New & Promising
IND_CUST_00880,2024-04-16,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00881,2024-01-06,Mysuru,Karnataka,South,New & Promising
IND_CUST_00882,2024-10-13,Hyderabad,Telangana,South,New & Promising
IND_CUST_00883,2023-04-02,Mumbai,Maharashtra,West,Lost Customers
IND_CUST_00884,2023-01-22,Nashik,Maharashtra,West,New & Promising
IND_CUST_00885,2023-06-21,Lucknow,Uttar Pradesh,North,Champions
IND_CUST_00886,2024-08-26,Nashik,Maharashtra,West,Loyal Customers
IND_CUST_00887,2023-07-11,Nizamabad,Telangana,South,Lost Customers
IND_CUST_00888,2023-03-18,Hubballi,Karnataka,South,Lost Customers
IND_CUST_00889,2023-10-08,Pune,Maharashtra,West,At Risk
IND_CUST_00890,2023-12-30,Mysuru,Karnataka,South,Loyal Customers
IND_CUST_00891,2023-06-28,Nizamabad,Telangana,South,Lost Customers
IND_CUST_00892,2023-08-26,Vadodara,Gujarat,West,New & Promising
IND_CUST_00893,2023-05-15,Vadodara,Gujarat,West,New & Promising
IND_CUST_00894,2023-10-07,Hubballi,Karnataka,South,Lost Customers
IND_CUST_00895,2023-01-19,Nizamabad,Telangana,South,New & Promising
IND_CUST_00896,2024-08-17,Nashik,Maharashtra,West,New & Promising
IND_CUST_00897,2024-01-06,Mysuru,Karnataka,South,At Risk
IND_CUST_00898,2023-04-22,Durgapur,West Bengal,East,Lost Customers
IND_CUST_00899,2023-08-09,Nashik,Maharashtra,West,New & Promising
IND_CUST_00900,2023-10-31,Mumbai,Maharashtra,West,New & Promising
IND_CUST_00901,2023-11-21,Nashik,Maharashtra,West,New & Promising
IND_CUST_00902,2024-03-12,Nagpur,Maharashtra,West,New & Promising
IND_CUST_00903,2024-03-13,Nagpur,Maharashtra,West,Lost Customers
IND_CUST_00904,2023-06-19,Chennai,Tamil Nadu,South,Lost Customers
IND_CUST_00905,2024-01-10,New Delhi,Delhi,North,New & Promising
IND_CUST_00906,2024-07-10,Kolkata,West Bengal,East,Champions
IND_CUST_00907,2024-01-16,Agra,Uttar Pradesh,North,Loyal Customers
IND_CUST_00908,2023-01-14,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00909,2024-10-30,Mangaluru,Karnataka,South,New & Promising
IND_CUST_00910,2024-05-14,Bengaluru,Karnataka,South,New & Promising
IND_CUST_00911,2024-10-07,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00912,2024-01-26,Mysuru,Karnataka,South,At Risk
IND_CUST_00913,2024-07-02,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_00914,2024-07-18,New Delhi,Delhi,North,New & Promising
IND_CUST_00915,2024-06-13,Tiruchirappalli,Tamil Nadu,South,Lost Customers
IND_CUST_00916,2024-05-06,North Delhi,Delhi,North,New & Promising
IND_CUST_00917,2024-07-03,Mangaluru,Karnataka,South,New & Promising
IND_CUST_00918,2024-01-20,Kota,Rajasthan,North,New & Promising
IND_CUST_00919,2023-07-15,Agra,Uttar Pradesh,North,Loyal Customers
IND_CUST_00920,2023-10-27,Nagpur,Maharashtra,West,Potential Loyalists
IND_CUST_00921,2024-06-30,Vadodara,Gujarat,West,New & Promising
IND_CUST_00922,2024-08-24,Dwarka,Delhi,North,Champions
IND_CUST_00923,2023-11-04,Kolkata,West Bengal,East,Lost Customers
IND_CUST_00924,2023-09-09,Lucknow,Uttar Pradesh,North,Lost Customers
IND_CUST_00925,2023-01-08,South Delhi,Delhi,North,New & Promising
IND_CUST_00926,2023-07-27,Pune,Maharashtra,West,Lost Customers
IND_CUST_00927,2023-05-11,Hubballi,Karnataka,South,Champions
IND_CUST_00928,2024-10-15,Chennai,Tamil Nadu,South,Champions
IND_CUST_00929,2024-08-30,Tiruchirappalli,Tamil Nadu,South,Champions
IND_CUST_00930,2023-01-26,Mysuru,Karnataka,South,New & Promising
IND_CUST_00931,2024-09-14,Pune,Maharashtra,West,Loyal Customers
IND_CUST_00932,2024-03-29,Rajkot,Gujarat,West,Lost Customers
IND_CUST_00933,2024-09-26,Thiruvananthapuram,Kerala,South,New & Promising
IND_CUST_00934,2023-07-05,South Delhi,Delhi,North,Lost Customers
IND_CUST_00935,2024-04-28,Nashik,Maharashtra,West,New & Promising
IND_CUST_00936,2023-02-20,Hubballi,Karnataka,South,New & Promising
IND_CUST_00937,2023-01-05,Nagpur,Maharashtra,West,Lost Customers
IND_CUST_00938,2024-08-11,Kolkata,West Bengal,East,New & Promising
IND_CUST_00939,2023-06-09,Nagpur,Maharashtra,West,New & Promising
IND_CUST_00940,2023-07-27,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_00941,2023-09-14,Mysuru,Karnataka,South,Loyal Customers
IND_CUST_00942,2023-07-24,Coimbatore,Tamil Nadu,South,Lost Customers
IND_CUST_00943,2023-01-11,Hyderabad,Telangana,South,New & Promising
IND_CUST_00944,2023-01-08,Vadodara,Gujarat,West,Lost Customers
IND_CUST_00945,2024-02-13,Nashik,Maharashtra,West,New & Promising
IND_CUST_00946,2023-02-01,Nashik,Maharashtra,West,New & Promising
IND_CUST_00947,2024-06-23,Mumbai,Maharashtra,West,Lost Customers
IND_CUST_00948,2024-01-22,Howrah,West Bengal,East,Loyal Customers
IND_CUST_00949,2023-08-16,Surat,Gujarat,West,New & Promising
IND_CUST_00950,2024-10-01,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00951,2024-04-19,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_00952,2023-07-26,Nizamabad,Telangana,South,Lost Customers
IND_CUST_00953,2023-11-14,Nagpur,Maharashtra,West,New & Promising
IND_CUST_00954,2024-07-10,Kolkata,West Bengal,East,New & Promising
IND_CUST_00955,2024-09-08,New Delhi,Delhi,North,New & Promising
IND_CUST_00956,2023-12-14,Hubballi,Karnataka,South,Loyal Customers
IND_CUST_00957,2023-08-22,North Delhi,Delhi,North,Lost Customers
IND_CUST_00958,2023-02-13,Mumbai,Maharashtra,West,New & Promising
IND_CUST_00959,2023-05-22,Nagpur,Maharashtra,West,Potential Loyalists
IND_CUST_00960,2024-10-09,Nizamabad,Telangana,South,New & Promising
IND_CUST_00961,2023-06-25,Pune,Maharashtra,West,New & Promising
IND_CUST_00962,2024-10-15,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_00963,2024-03-24,Mysuru,Karnataka,South,Champions
IND_CUST_00964,2024-08-14,Mysuru,Karnataka,South,New & Promising
IND_CUST_00965,2023-03-23,Mangaluru,Karnataka,South,Lost Customers
IND_CUST_00966,2023-05-15,Mysuru,Karnataka,South,At Risk
IND_CUST_00967,2023-06-26,Hyderabad,Telangana,South,Lost Customers
IND_CUST_00968,2024-01-18,Hubballi,Karnataka,South,Lost Customers
IND_CUST_00969,2023-08-31,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_00970,2024-07-20,New Delhi,Delhi,North,New & Promising
IND_CUST_00971,2023-05-21,Hyderabad,Telangana,South,Loyal Customers
IND_CUST_00972,2024-04-01,Durgapur,West Bengal,East,Lost Customers
IND_CUST_00973,2024-03-15,Hyderabad,Telangana,South,Champions
IND_CUST_00974,2023-02-25,Mumbai,Maharashtra,West,Lost Customers
IND_CUST_00975,2024-06-10,Nashik,Maharashtra,West,Lost Customers
IND_CUST_00976,2024-02-23,Bengaluru,Karnataka,South,Lost Customers
IND_CUST_00977,2023-03-29,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_00978,2024-08-31,Pune,Maharashtra,West,New & Promising
IND_CUST_00979,2024-10-17,South Delhi,Delhi,North,New & Promising
IND_CUST_00980,2023-01-08,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_00981,2024-04-21,Hubballi,Karnataka,South,Lost Customers
IND_CUST_00982,2023-08-03,Lucknow,Uttar Pradesh,North,Lost Customers
IND_CUST_00983,2024-07-05,Pune,Maharashtra,West,Champions
IND_CUST_00984,2024-05-11,Pune,Maharashtra,West,Champions
IND_CUST_00985,2024-05-17,Hyderabad,Telangana,South,New & Promising
IND_CUST_00986,2023-09-02,New Delhi,Delhi,North,Loyal Customers
IND_CUST_00987,2024-04-22,Warangal,Telangana,South,New & Promising
IND_CUST_00988,2023-11-05,South Delhi,Delhi,North,Loyal Customers
IND_CUST_00989,2023-08-19,Hubballi,Karnataka,South,At Risk
IND_CUST_00990,2024-01-18,Lucknow,Uttar Pradesh,North,Lost Customers
IND_CUST_00991,2023-06-04,Lucknow,Uttar Pradesh,North,Lost Customers
IND_CUST_00992,2023-06-24,Nizamabad,Telangana,South,New & Promising
IND_CUST_00993,2023-04-25,Mangaluru,Karnataka,South,Champions
IND_CUST_00994,2024-01-25,Tiruchirappalli,Tamil Nadu,South,Loyal Customers
IND_CUST_00995,2023-11-07,Mysuru,Karnataka,South,Champions
IND_CUST_00996,2023-10-27,Nagpur,Maharashtra,West,New & Promising
IND_CUST_00997,2023-01-18,Kolkata,West Bengal,East,New & Promising
IND_CUST_00998,2023-01-12,Nashik,Maharashtra,West,New & Promising
IND_CUST_00999,2024-02-08,Jodhpur,Rajasthan,North,Loyal Customers
IND_CUST_01000,2023-08-20,North Delhi,Delhi,North,New & Promising
IND_CUST_01001,2024-08-27,Nagpur,Maharashtra,West,Lost Customers
IND_CUST_01002,2023-10-05,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_01003,2023-12-19,Rajkot,Gujarat,West,New & Promising
IND_CUST_01004,2023-10-30,Warangal,Telangana,South,New & Promising
IND_CUST_01005,2024-06-24,Agra,Uttar Pradesh,North,Champions
IND_CUST_01006,2024-04-14,Hyderabad,Telangana,South,Champions
IND_CUST_01007,2023-03-18,Nizamabad,Telangana,South,New & Promising
IND_CUST_01008,2024-06-04,Ahmedabad,Gujarat,West,Champions
IND_CUST_01009,2023-01-24,Hubballi,Karnataka,South,Loyal Customers
IND_CUST_01010,2023-01-15,Dwarka,Delhi,North,Lost Customers
IND_CUST_01011,2024-06-08,Bengaluru,Karnataka,South,Potential Loyalists
IND_CUST_01012,2023-12-13,Kozhikode,Kerala,South,New & Promising
IND_CUST_01013,2023-06-21,Jaipur,Rajasthan,North,New & Promising
IND_CUST_01014,2023-11-23,Nashik,Maharashtra,West,Loyal Customers
IND_CUST_01015,2024-04-29,Hyderabad,Telangana,South,New & Promising
IND_CUST_01016,2024-05-03,Siliguri,West Bengal,East,New & Promising
IND_CUST_01017,2024-04-06,Pune,Maharashtra,West,New & Promising
IND_CUST_01018,2024-01-13,Coimbatore,Tamil Nadu,South,Lost Customers
IND_CUST_01019,2024-08-10,Kolkata,West Bengal,East,Lost Customers
IND_CUST_01020,2023-06-13,Nagpur,Maharashtra,West,New & Promising
IND_CUST_01021,2024-01-07,Warangal,Telangana,South,New & Promising
IND_CUST_01022,2024-07-26,Mangaluru,Karnataka,South,Champions
IND_CUST_01023,2024-02-28,Siliguri,West Bengal,East,New & Promising
IND_CUST_01024,2024-04-21,Thiruvananthapuram,Kerala,South,Lost Customers
IND_CUST_01025,2024-01-17,Udaipur,Rajasthan,North,New & Promising
IND_CUST_01026,2023-06-04,New Delhi,Delhi,North,Loyal Customers
IND_CUST_01027,2023-09-14,Vadodara,Gujarat,West,Lost Customers
IND_CUST_01028,2023-03-09,Surat,Gujarat,West,At Risk
IND_CUST_01029,2023-12-10,Bengaluru,Karnataka,South,New & Promising
IND_CUST_01030,2023-10-04,Vadodara,Gujarat,West,Potential Loyalists
IND_CUST_01031,2024-01-26,Nashik,Maharashtra,West,Loyal Customers
IND_CUST_01032,2024-03-24,Coimbatore,Tamil Nadu,South,Loyal Customers
IND_CUST_01033,2023-09-16,Bengaluru,Karnataka,South,New & Promising
IND_CUST_01034,2023-11-03,Nagpur,Maharashtra,West,Champions
IND_CUST_01035,2023-04-05,Nashik,Maharashtra,West,New & Promising
IND_CUST_01036,2024-04-08,Warangal,Telangana,South,Loyal Customers
IND_CUST_01037,2023-09-03,Mangaluru,Karnataka,South,New & Promising
IND_CUST_01038,2024-09-26,Nizamabad,Telangana,South,New & Promising
IND_CUST_01039,2023-07-06,Nagpur,Maharashtra,West,At Risk
IND_CUST_01040,2024-01-08,Bengaluru,Karnataka,South,Lost Customers
IND_CUST_01041,2024-07-25,Dwarka,Delhi,North,Loyal Customers
IND_CUST_01042,2024-02-10,Agra,Uttar Pradesh,North,Potential Loyalists
IND_CUST_01043,2024-02-12,Mysuru,Karnataka,South,New & Promising
IND_CUST_01044,2023-05-05,Chennai,Tamil Nadu,South,Potential Loyalists
IND_CUST_01045,2023-12-03,Surat,Gujarat,West,New & Promising
IND_CUST_01046,2023-12-07,Madurai,Tamil Nadu,South,New & Promising
IND_CUST_01047,2024-07-16,Hubballi,Karnataka,South,New & Promising
IND_CUST_01048,2023-06-27,Nashik,Maharashtra,West,New & Promising
IND_CUST_01049,2024-10-12,Surat,Gujarat,West,New & Promising
IND_CUST_01050,2023-06-19,Nagpur,Maharashtra,West,New & Promising
IND_CUST_01051,2023-02-08,Rajkot,Gujarat,West,Champions
IND_CUST_01052,2023-03-10,Dwarka,Delhi,North,Champions
IND_CUST_01053,2023-08-24,Kolkata,West Bengal,East,New & Promising
IND_CUST_01054,2024-07-13,Varanasi,Uttar Pradesh,North,New & Promising
IND_CUST_01055,2024-01-16,Kozhikode,Kerala,South,Lost Customers
IND_CUST_01056,2023-02-26,Bengaluru,Karnataka,South,New & Promising
IND_CUST_01057,2023-10-04,Lucknow,Uttar Pradesh,North,Lost Customers
IND_CUST_01058,2023-04-09,South Delhi,Delhi,North,New & Promising
IND_CUST_01059,2024-06-10,South Delhi,Delhi,North,New & Promising
IND_CUST_01060,2023-11-21,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_01061,2024-04-05,Ahmedabad,Gujarat,West,New & Promising
IND_CUST_01062,2023-06-28,Kozhikode,Kerala,South,Lost Customers
IND_CUST_01063,2024-07-27,Lucknow,Uttar Pradesh,North,New & Promising
IND_CUST_01064,2023-04-29,South Delhi,Delhi,North,New & Promising
IND_CUST_01065,2024-04-13,Dwarka,Delhi,North,New & Promising
IND_CUST_01066,2024-07-02,Nizamabad,Telangana,South,Potential Loyalists
IND_CUST_01067,2024-10-07,Hubballi,Karnataka,South,Loyal Customers
IND_CUST_01068,2024-03-30,Pune,Maharashtra,West,Lost Customers
IND_CUST_01069,2023-01-26,Hubballi,Karnataka,South,New & Promising
IND_CUST_01070,2024-05-04,Bengaluru,Karnataka,South,Lost Customers
IND_CUST_01071,2023-01-08,Hubballi,Karnataka,South,New & Promising
IND_CUST_01072,2024-05-30,Hubballi,Karnataka,South,New & Promising
IND_CUST_01073,2024-06-16,Nagpur,Maharashtra,West,New & Promising
IND_CUST_01074,2023-05-29,Nagpur,Maharashtra,West,Lost Customers
IND_CUST_01075,2024-05-02,Thrissur,Kerala,South,Potential Loyalists
IND_CUST_01076,2023-01-25,South Delhi,Delhi,North,Loyal Customers
IND_CUST_01077,2024-10-16,Bengaluru,Karnataka,South,Champions
IND_CUST_01078,2024-07-08,Hyderabad,Telangana,South,Lost Customers
IND_CUST_01079,2024-02-29,Nagpur,Maharashtra,West,New & Promising
IND_CUST_01080,2023-10-20,Jodhpur,Rajasthan,North,New & Promising
IND_CUST_01081,2023-07-04,Varanasi,Uttar Pradesh,North,New & Promising
IND_CUST_01082,2024-07-07,Nagpur,Maharashtra,West,New & Promising
IND_CUST_01083,2024-03-06,South Delhi,Delhi,North,Champions
IND_CUST_01084,2024-08-26,Vadodara,Gujarat,West,New & Promising
IND_CUST_01085,2023-11-13,Jodhpur,Rajasthan,North,Loyal Customers
IND_CUST_01086,2024-02-02,North Delhi,Delhi,North,New & Promising
IND_CUST_01087,2023-11-20,Coimbatore,Tamil Nadu,South,Loyal Customers
IND_CUST_01088,2024-07-18,Nashik,Maharashtra,West,Lost Customers
IND_CUST_01089,2024-08-18,Kochi,Kerala,South,Loyal Customers
IND_CUST_01090,2024-06-29,Mangaluru,Karnataka,South,New & Promising
IND_CUST_01091,2023-03-17,Jodhpur,Rajasthan,North,Lost Customers
IND_CUST_01092,2024-04-30,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_01093,2023-03-29,Chennai,Tamil Nadu,South,Lost Customers
IND_CUST_01094,2023-08-20,North Delhi,Delhi,North,New & Promising
IND_CUST_01095,2023-01-07,Mysuru,Karnataka,South,New & Promising
IND_CUST_01096,2024-07-03,Nashik,Maharashtra,West,Lost Customers
IND_CUST_01097,2023-02-21,Mysuru,Karnataka,South,New & Promising
IND_CUST_01098,2024-10-16,Mumbai,Maharashtra,West,New & Promising
IND_CUST_01099,2024-01-31,Lucknow,Uttar Pradesh,North,New & Promising
IND_CUST_01100,2023-08-09,Mysuru,Karnataka,South,Lost Customers
IND_CUST_01101,2024-03-03,Nashik,Maharashtra,West,New & Promising
IND_CUST_01102,2023-05-23,Kota,Rajasthan,North,New & Promising
IND_CUST_01103,2023-12-29,Surat,Gujarat,West,New & Promising
IND_CUST_01104,2024-01-17,Kolkata,West Bengal,East,New & Promising
IND_CUST_01105,2024-07-14,Kochi,Kerala,South,Loyal Customers
IND_CUST_01106,2023-10-04,Nagpur,Maharashtra,West,Lost Customers
IND_CUST_01107,2023-09-28,Mysuru,Karnataka,South,Loyal Customers
IND_CUST_01108,2023-01-14,Noida,Uttar Pradesh,North,Potential Loyalists
IND_CUST_01109,2023-10-25,Nizamabad,Telangana,South,Champions
IND_CUST_01110,2024-04-08,Pune,Maharashtra,West,New & Promising
IND_CUST_01111,2024-06-10,Agra,Uttar Pradesh,North,New & Promising
IND_CUST_01112,2023-08-22,Mysuru,Karnataka,South,New & Promising
IND_CUST_01113,2024-07-28,Mysuru,Karnataka,South,New & Promising
IND_CUST_01114,2023-01-27,New Delhi,Delhi,North,At Risk
IND_CUST_01115,2024-04-15,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_01116,2023-04-03,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_01117,2024-09-08,Pune,Maharashtra,West,Loyal Customers
IND_CUST_01118,2023-11-05,Surat,Gujarat,West,New & Promising
IND_CUST_01119,2023-02-21,Hubballi,Karnataka,South,New & Promising
IND_CUST_01120,2023-11-15,Nashik,Maharashtra,West,New & Promising
IND_CUST_01121,2023-06-30,Surat,Gujarat,West,New & Promising
IND_CUST_01122,2024-07-22,Kota,Rajasthan,North,Champions
IND_CUST_01123,2023-04-30,Ahmedabad,Gujarat,West,Loyal Customers
IND_CUST_01124,2023-02-12,Kanpur,Uttar Pradesh,North,At Risk
IND_CUST_01125,2024-10-08,Hyderabad,Telangana,South,Loyal Customers
IND_CUST_01126,2023-09-17,Tiruchirappalli,Tamil Nadu,South,New & Promising
IND_CUST_01127,2023-07-16,Mumbai,Maharashtra,West,New & Promising
IND_CUST_01128,2024-10-06,South Delhi,Delhi,North,New & Promising
IND_CUST_01129,2023-09-12,Mangaluru,Karnataka,South,At Risk
IND_CUST_01130,2023-12-02,Hubballi,Karnataka,South,At Risk
IND_CUST_01131,2024-07-06,Nizamabad,Telangana,South,Lost Customers
IND_CUST_01132,2024-05-16,New Delhi,Delhi,North,New & Promising
IND_CUST_01133,2023-09-12,Nashik,Maharashtra,West,At Risk
IND_CUST_01134,2024-05-28,Mangaluru,Karnataka,South,New & Promising
IND_CUST_01135,2023-08-30,Nizamabad,Telangana,South,Loyal Customers
IND_CUST_01136,2023-05-29,Nagpur,Maharashtra,West,New & Promising
IND_CUST_01137,2023-10-26,Ahmedabad,Gujarat,West,New & Promising
IND_CUST_01138,2024-09-11,North Delhi,Delhi,North,New & Promising
IND_CUST_01139,2024-03-28,North Delhi,Delhi,North,Loyal Customers
IND_CUST_01140,2024-01-28,Madurai,Tamil Nadu,South,Lost Customers
IND_CUST_01141,2023-07-31,Surat,Gujarat,West,New & Promising
IND_CUST_01142,2024-10-29,Mysuru,Karnataka,South,Champions
IND_CUST_01143,2024-06-21,Warangal,Telangana,South,New & Promising
IND_CUST_01144,2024-08-16,Coimbatore,Tamil Nadu,South,Lost Customers
IND_CUST_01145,2024-08-17,Hubballi,Karnataka,South,New & Promising
IND_CUST_01146,2023-05-11,Surat,Gujarat,West,Potential Loyalists
IND_CUST_01147,2023-11-25,Noida,Uttar Pradesh,North,New & Promising
IND_CUST_01148,2024-09-03,Nizamabad,Telangana,South,New & Promising
IND_CUST_01149,2023-09-13,Rajkot,Gujarat,West,New & Promising
IND_CUST_01150,2024-04-23,Rajkot,Gujarat,West,Lost Customers
IND_CUST_01151,2024-07-14,Hyderabad,Telangana,South,New & Promising
IND_CUST_01152,2023-03-04,Ahmedabad,Gujarat,West,New & Promising
IND_CUST_01153,2023-11-07,Nizamabad,Telangana,South,Lost Customers
IND_CUST_01154,2024-02-11,Warangal,Telangana,South,Lost Customers
IND_CUST_01155,2023-04-15,Chennai,Tamil Nadu,South,Lost Customers
IND_CUST_01156,2024-09-08,Kanpur,Uttar Pradesh,North,Loyal Customers
IND_CUST_01157,2023-01-15,Pune,Maharashtra,West,New & Promising
IND_CUST_01158,2023-09-16,Vadodara,Gujarat,West,New & Promising
IND_CUST_01159,2024-02-16,Ahmedabad,Gujarat,West,New & Promising
IND_CUST_01160,2023-09-16,Nashik,Maharashtra,West,Champions
IND_CUST_01161,2024-09-05,Rajkot,Gujarat,West,New & Promising
IND_CUST_01162,2023-09-17,Nashik,Maharashtra,West,Potential Loyalists
IND_CUST_01163,2023-02-14,Mangaluru,Karnataka,South,New & Promising
IND_CUST_01164,2023-11-27,Lucknow,Uttar Pradesh,North,New & Promising
IND_CUST_01165,2023-06-14,Pune,Maharashtra,West,Lost Customers
IND_CUST_01166,2023-07-12,Lucknow,Uttar Pradesh,North,New & Promising
IND_CUST_01167,2024-06-04,Ahmedabad,Gujarat,West,New & Promising
IND_CUST_01168,2024-02-05,New Delhi,Delhi,North,Lost Customers
IND_CUST_01169,2024-01-09,Nashik,Maharashtra,West,New & Promising
IND_CUST_01170,2023-03-06,Bengaluru,Karnataka,South,Loyal Customers
IND_CUST_01171,2024-01-22,Madurai,Tamil Nadu,South,New & Promising
IND_CUST_01172,2024-05-09,Thiruvananthapuram,Kerala,South,New & Promising
IND_CUST_01173,2024-02-19,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_01174,2023-01-30,Mysuru,Karnataka,South,New & Promising
IND_CUST_01175,2023-09-23,Chennai,Tamil Nadu,South,New & Promising
IND_CUST_01176,2023-11-24,North Delhi,Delhi,North,New & Promising
IND_CUST_01177,2024-05-06,Varanasi,Uttar Pradesh,North,Lost Customers
IND_CUST_01178,2023-08-05,Nashik,Maharashtra,West,New & Promising
IND_CUST_01179,2023-11-16,Agra,Uttar Pradesh,North,New & Promising
IND_CUST_01180,2024-02-03,Coimbatore,Tamil Nadu,South,Lost Customers
IND_CUST_01181,2023-04-15,Jaipur,Rajasthan,North,Lost Customers
IND_CUST_01182,2023-11-26,Mysuru,Karnataka,South,New & Promising
IND_CUST_01183,2024-10-21,Madurai,Tamil Nadu,South,Champions
IND_CUST_01184,2024-09-08,Siliguri,West Bengal,East,Champions
IND_CUST_01185,2023-02-16,Mumbai,Maharashtra,West,New & Promising
IND_CUST_01186,2024-08-21,Durgapur,West Bengal,East,Potential Loyalists
IND_CUST_01187,2024-10-02,Hyderabad,Telangana,South,New & Promising
IND_CUST_01188,2023-11-10,Nashik,Maharashtra,West,Loyal Customers
IND_CUST_01189,2023-05-27,Mysuru,Karnataka,South,Loyal Customers
IND_CUST_01190,2024-04-06,Warangal,Telangana,South,New & Promising
IND_CUST_01191,2024-08-06,Nagpur,Maharashtra,West,New & Promising
IND_CUST_01192,2024-04-30,Coimbatore,Tamil Nadu,South,New & Promising
IND_CUST_01193,2024-10-13,Bengaluru,Karnataka,South,Potential Loyalists
IND_CUST_01194,2024-02-14,Chennai,Tamil Nadu,South,Loyal Customers
IND_CUST_01195,2023-01-27,Mumbai,Maharashtra,West,New & Promising
IND_CUST_01196,2023-01-29,Ahmedabad,Gujarat,West,Lost Customers
IND_CUST_01197,2023-09-28,Kochi,Kerala,South,New & Promising
IND_CUST_01198,2024-05-15,Udaipur,Rajasthan,North,Lost Customers
